family,m,r,k,seed,step,edge,old_weight,delta,changed_entries,active_row_descriptors,compression_ratio,max_cyclic_intervals_per_row,interval_violations,support_equivalence,unique_row_interval_shapes,bitonic_rows_tested,bitonic_violations,unimodal_peak_violations,max_slack_sign_turns
random_planar,12,144,44,0,4,"(127, 52)",1.4921344516178405,0.8086782539038929,98,17,5.764705882352941,1,0,True,8,16,0,0,1
random_planar,12,144,44,0,5,"(126, 143)",1.1385477471854957,0.5167292246482861,148,23,6.434782608695652,1,0,True,6,21,0,0,0
random_planar,12,144,44,1,0,"(113, 21)",1.7307054121087089,1.0544121738608843,72,20,3.6,1,0,True,2,2,0,0,0
random_planar,12,144,44,1,1,"(70, 93)",2.0500503119012286,0.7427631944229833,104,17,6.117647058823529,1,0,True,4,15,0,0,0
random_planar,12,144,44,1,2,"(141, 63)",0.9332298808771486,0.4023954595875676,268,39,6.871794871794871,1,0,True,17,25,0,0,0
random_planar,12,144,44,1,3,"(103, 48)",0.7875700560272814,0.6248537718572853,242,36,6.722222222222222,1,0,True,13,34,0,0,1
random_planar,12,144,44,1,4,"(105, 47)",1.449899732649583,0.8055297150718945,156,24,6.5,1,0,True,10,20,0,0,0
random_planar,12,144,44,1,5,"(2, 77)",1.5016943472579232,0.6272288262308192,82,42,1.9523809523809523,1,0,True,2,1,0,0,1
adversarial,6,36,20,0,0,"((1, 1), (2, 2))",1.0112816943877723,0.7084372560518337,70,14,5.0,1,0,True,8,14,0,0,1
adversarial,6,36,20,0,1,"((4, 2), (5, 1))",1.4540225359629573,0.9307203076384651,60,14,4.285714285714286,1,0,True,8,11,0,0,1
adversarial,6,36,20,0,2,"((1, 1), (2, 2))",1.719718950439606,0.4538070576048199,54,13,4.153846153846154,1,0,True,8,10,0,0,1
adversarial,6,36,20,0,3,"((0, 2), (1, 3))",0.8377114993067375,0.3509259782196388,50,16,3.125,1,0,True,8,8,0,0,1
adversarial,6,36,20,0,4,"((0, 2), (1, 3))",1.1886374775263762,1.1177282011198493,46,16,2.875,1,0,True,8,6,0,0,1
adversarial,6,36,20,0,5,"((2, 2), (3, 2))",0.8249680820136239,0.5699038139974925,28,12,2.3333333333333335,1,0,True,7,5,0,0,1
adversarial,6,36,20,1,0,"((2, 4), (3, 3))",0.8603128085962453,0.7745038983127802,92,18,5.111111111111111,1,0,True,11,18,0,0,1
adversarial,6,36,20,1,1,"((3, 3), (4, 2))",0.8489254232064676,0.8963554769065042,68,14,4.857142857142857,1,0,True,8,12,0,0,1
adversarial,6,36,20,1,2,"((4, 4), (5, 3))",0.8814998686514562,0.7648862216483467,58,15,3.8666666666666667,1,0,True,10,10,0,0,1
adversarial,6,36,20,1,3,"((1, 3), (2, 2))",1.4497149554373698,0.4493830770177007,40,14,2.857142857142857,1,0,True,10,5,0,0,1
adversarial,6,36,20,1,4,"((1, 1), (2, 0))",0.8153319662060096,0.7131350282016111,104,18,5.777777777777778,1,0,True,8,15,0,0,1
adversarial,6,36,20,1,5,"((2, 0), (3, 1))",0.9137052477894483,0.28118253479191424,66,17,3.8823529411764706,1,0,True,10,10,0,0,1
adversarial,8,64,28,0,0,"((3, 3), (4, 4))",0.828926021892302,0.26725371938149095,164,24,6.833333333333333,1,0,True,17,23,0,0,1
adversarial,8,64,28,0,1,"((3, 3), (4, 4))",1.096179741273793,0.4553393982111079,138,22,6.2727272727272725,1,0,True,12,22,0,0,1
adversarial,8,64,28,0,2,"((2, 4), (3, 5))",0.9812803705713677,0.41088162341180723,60,18,3.3333333333333335,1,0,True,13,9,0,0,1
adversarial,8,64,28,0,3,"((3, 3), (4, 4))",1.5515191394849008,0.351701296406004,108,20,5.4,1,0,True,13,17,0,0,1
adversarial,8,64,28,0,4,"((2, 4), (3, 5))",1.392161993983175,0.4401531714208927,38,16,2.375,1,0,True,12,6,0,0,1
adversarial,8,64,28,0,5,"((0, 4), (1, 3))",1.153337286518511,0.647111609868766,118,24,4.916666666666667,1,0,True,12,14,0,0,1
adversarial,8,64,28,1,0,"((4, 4), (5, 3))",1.0272633878394184,0.4105605072522374,82,16,5.125,1,0,True,12,15,0,0,1
adversarial,8,64,28,1,1,"((6, 4), (7, 5))",0.8168941278755385,0.3988566895432866,146,26,5.615384615384615,1,0,True,10,19,0,0,1
adversarial,8,64,28,1,2,"((1, 1), (2, 2))",1.0687457211795481,0.2140277899003203,86,22,3.909090909090909,1,0,True,10,13,0,0,1
adversarial,8,64,28,1,3,"((3, 1), (4, 2))",0.9208841227133555,0.5540776207941805,92,19,4.842105263157895,1,0,True,11,18,0,0,1
adversarial,8,64,28,1,4,"((1, 3), (2, 2))",1.402189207283428,1.1677922725679608,62,16,3.875,1,0,True,10,12,0,0,1
adversarial,8,64,28,1,5,"((4, 2), (5, 1))",1.3113783658734517,1.2120537263973934,58,17,3.411764705882353,1,0,True,9,7,0,0,1
adversarial,10,100,36,0,0,"((4, 4), (5, 3))",0.8397293373134728,0.760095536154734,166,32,5.1875,1,0,True,19,32,0,0,1
adversarial,10,100,36,0,1,"((5, 7), (6, 6))",0.8385900077744798,0.8934467211991225,248,31,8.0,1,0,True,11,31,0,0,1
adversarial,10,100,36,0,2,"((3, 3), (4, 4))",0.8692202024976312,0.340088066368811,78,25,3.12,1,0,True,16,13,0,0,1
adversarial,10,100,36,0,3,"((5, 5), (6, 6))",1.1740401055243601,0.7969223048703051,118,24,4.916666666666667,1,0,True,13,18,0,0,1
adversarial,10,100,36,0,4,"((6, 8), (7, 7))",0.846936154714334,0.5398415115825801,210,33,6.363636363636363,1,0,True,14,32,0,0,1
adversarial,10,100,36,0,5,"((3, 1), (4, 2))",1.0973456915461606,0.778928640608884,144,21,6.857142857142857,1,0,True,12,18,0,0,1
adversarial,10,100,36,1,0,"((5, 5), (6, 6))",0.800900765052314,0.6610978845635465,222,32,6.9375,1,0,True,14,31,0,0,1
adversarial,10,100,36,1,1,"((6, 6), (7, 7))",0.9372646138942786,0.3528942030659345,138,25,5.52,1,0,True,15,23,0,0,1
adversarial,10,100,36,1,2,"((4, 4), (5, 5))",1.4515900468668403,0.6154722424032146,122,23,5.304347826086956,1,0,True,15,23,0,0,1
adversarial,10,100,36,1,3,"((6, 2), (7, 3))",1.021063837206669,0.29173732516525647,192,28,6.857142857142857,1,0,True,14,25,0,0,1
adversarial,10,100,36,1,4,"((5, 5), (6, 6))",1.4619986496158606,1.018062058032163,90,20,4.5,1,0,True,14,19,0,0,1
adversarial,10,100,36,1,5,"((6, 2), (7, 3))",1.3128011623719253,1.1295275644999283,194,26,7.461538461538462,1,0,True,13,23,0,0,1
adversarial,12,144,44,0,0,"((6, 8), (7, 9))",1.2503684905247994,0.742929241666725,202,29,6.9655172413793105,1,0,True,18,23,0,0,1
adversarial,12,144,44,0,1,"((8, 10), (9, 9))",0.9838105027653231,0.8106870442670948,200,36,5.555555555555555,1,0,True,16,30,0,0,1
adversarial,12,144,44,0,2,"((8, 4), (9, 5))",1.091273150711608,0.20921284667524612,162,34,4.764705882352941,1,0,True,16,25,0,0,1
adversarial,12,144,44,0,3,"((5, 3), (6, 2))",1.0633120297575396,0.420750571506532,170,24,7.083333333333333,1,0,True,15,23,0,0,1
adversarial,12,144,44,0,4,"((5, 7), (6, 8))",1.1987608365250324,1.159857242941693,130,28,4.642857142857143,1,0,True,17,24,0,0,1
adversarial,12,144,44,0,5,"((2, 6), (3, 7))",0.9545709864475261,0.9135830216532098,254,37,6.864864864864865,1,0,True,17,37,0,0,1
adversarial,12,144,44,1,0,"((8, 8), (9, 9))",0.8773308669509066,0.4374488748029567,322,40,8.05,1,0,True,17,40,0,0,1
adversarial,12,144,44,1,1,"((8, 8), (9, 7))",0.8327216795123222,0.6636632457042506,236,36,6.555555555555555,1,0,True,16,29,0,0,1
adversarial,12,144,44,1,2,"((3, 5), (4, 6))",1.0100941821361389,0.47422717596241726,152,28,5.428571428571429,1,0,True,16,25,0,0,1
adversarial,12,144,44,1,3,"((5, 3), (6, 4))",1.0502165928784877,0.7068989284963073,162,27,6.0,1,0,True,16,27,0,0,1
adversarial,12,144,44,1,4,"((8, 8), (9, 9))",1.3147797417538634,0.7459261787356379,150,35,4.285714285714286,1,0,True,15,21,0,0,1
adversarial,12,144,44,1,5,"((3, 5), (4, 6))",1.4843213580985561,0.7815126606460336,86,24,3.5833333333333335,1,0,True,16,16,0,0,1
